student,occas,gpa,job,sex
198,4,3.3,1,0
198,5,3.4,1,0
199,0,2.6,1,1
199,1,2.3,1,1
199,2,2.7,1,1
199,3,2.7,1,1
199,4,2.8,1,1
199,5,2.8,1,1
200,0,2.8,1,0
200,1,3.2,1,0
200,2,3.4,1,0
200,3,3.5,1,0
200,4,3.3,1,0
200,5,3.4,1,0
